Name,ModuleName
LocateXStateFeature,kernel32.dll
LockFileEx,api-ms-win-core-file-l1-1-0.dll
LockFileEx,api-ms-win-core-file-l1-2-0.dll
LockFileEx,api-ms-win-core-file-l1-2-1.dll
LockFileEx,api-ms-win-core-file-l1-2-2.dll
LockFileEx,api-ms-win-downlevel-kernel32-l1-1-0.dll
LockFileEx,kernel32.dll
log,api-ms-win-crt-math-l1-1-0.dll
log10,api-ms-win-crt-math-l1-1-0.dll
log10f,api-ms-win-crt-math-l1-1-0.dll
log1p,api-ms-win-crt-math-l1-1-0.dll
log1pf,api-ms-win-crt-math-l1-1-0.dll
log1pl,api-ms-win-crt-math-l1-1-0.dll
log2,api-ms-win-crt-math-l1-1-0.dll
log2f,api-ms-win-crt-math-l1-1-0.dll
log2l,api-ms-win-crt-math-l1-1-0.dll
logb,api-ms-win-crt-math-l1-1-0.dll
logbf,api-ms-win-crt-math-l1-1-0.dll
logbl,api-ms-win-crt-math-l1-1-0.dll
logf,api-ms-win-crt-math-l1-1-0.dll
LookupAccountNameA,advapi32.dll
LookupAccountNameA,api-ms-win-security-lsalookup-ansi-l2-1-0.dll
LookupAccountNameW,advapi32.dll
LookupAccountNameW,api-ms-win-downlevel-advapi32-l4-1-0.dll
LookupAccountNameW,api-ms-win-security-lsalookup-l2-1-0.dll
LookupAccountNameW,api-ms-win-security-lsalookup-l2-1-1.dll
LookupAccountSidA,advapi32.dll
LookupAccountSidA,api-ms-win-security-lsalookup-ansi-l2-1-0.dll
LookupAccountSidW,advapi32.dll
LookupAccountSidW,api-ms-win-downlevel-advapi32-l4-1-0.dll
LookupAccountSidW,api-ms-win-security-lsalookup-l2-1-0.dll
LookupAccountSidW,api-ms-win-security-lsalookup-l2-1-1.dll
LookupPrivilegeDisplayNameA,advapi32.dll
LookupPrivilegeDisplayNameA,api-ms-win-security-lsalookup-ansi-l2-1-0.dll
LookupPrivilegeDisplayNameW,advapi32.dll
LookupPrivilegeDisplayNameW,api-ms-win-downlevel-advapi32-l4-1-0.dll
LookupPrivilegeDisplayNameW,api-ms-win-security-lsalookup-l2-1-0.dll
LookupPrivilegeDisplayNameW,api-ms-win-security-lsalookup-l2-1-1.dll
LookupPrivilegeNameA,advapi32.dll
LookupPrivilegeNameA,api-ms-win-security-lsalookup-ansi-l2-1-0.dll
LookupPrivilegeNameW,advapi32.dll
LookupPrivilegeNameW,api-ms-win-downlevel-advapi32-l4-1-0.dll
LookupPrivilegeNameW,api-ms-win-security-lsalookup-l2-1-0.dll
LookupPrivilegeNameW,api-ms-win-security-lsalookup-l2-1-1.dll
LookupPrivilegeValueA,advapi32.dll
LookupPrivilegeValueA,api-ms-win-security-lsalookup-ansi-l2-1-0.dll
LookupPrivilegeValueA,ext-ms-win-advapi32-auth-l1-1-0.dll
LookupPrivilegeValueW,advapi32.dll
LookupPrivilegeValueW,api-ms-win-downlevel-advapi32-l4-1-0.dll
LookupPrivilegeValueW,api-ms-win-security-lsalookup-l2-1-0.dll
LookupPrivilegeValueW,api-ms-win-security-lsalookup-l2-1-1.dll
LookupPrivilegeValueW,ext-ms-win-advapi32-auth-l1-1-0.dll
LPSAFEARRAY_Marshal,oleaut32.dll
LPSAFEARRAY_Size,oleaut32.dll
LPSAFEARRAY_Unmarshal,oleaut32.dll
LPSAFEARRAY_UserFree,oleaut32.dll
LPSAFEARRAY_UserFree64,oleaut32.dll
LPSAFEARRAY_UserMarshal,oleaut32.dll
LPSAFEARRAY_UserMarshal64,oleaut32.dll
LPSAFEARRAY_UserSize,oleaut32.dll
LPSAFEARRAY_UserSize64,oleaut32.dll
LPSAFEARRAY_UserUnmarshal,oleaut32.dll
LPSAFEARRAY_UserUnmarshal64,oleaut32.dll
lrint,api-ms-win-crt-math-l1-1-0.dll
lrintf,api-ms-win-crt-math-l1-1-0.dll
lrintl,api-ms-win-crt-math-l1-1-0.dll
lround,api-ms-win-crt-math-l1-1-0.dll
lroundf,api-ms-win-crt-math-l1-1-0.dll
lroundl,api-ms-win-crt-math-l1-1-0.dll
MakeAbsoluteSD,advapi32.dll
MakeAbsoluteSD,api-ms-win-downlevel-advapi32-l1-1-0.dll
MakeAbsoluteSD,api-ms-win-downlevel-advapi32-l1-1-1.dll
MakeAbsoluteSD,api-ms-win-security-base-l1-1-0.dll
MakeAbsoluteSD,api-ms-win-security-base-l1-2-0.dll
MakeAbsoluteSD,api-ms-win-security-base-l1-2-1.dll
MakeAbsoluteSD,api-ms-win-security-base-l1-2-2.dll
MakeSelfRelativeSD,advapi32.dll
MakeSelfRelativeSD,api-ms-win-downlevel-advapi32-l1-1-0.dll
MakeSelfRelativeSD,api-ms-win-downlevel-advapi32-l1-1-1.dll
MakeSelfRelativeSD,api-ms-win-security-base-l1-1-0.dll
MakeSelfRelativeSD,api-ms-win-security-base-l1-2-0.dll
MakeSelfRelativeSD,api-ms-win-security-base-l1-2-1.dll
MakeSelfRelativeSD,api-ms-win-security-base-l1-2-2.dll
MakeWordList,InkObjCore.dll
malloc,api-ms-win-crt-heap-l1-1-0.dll
MappingFreePropertyBag,elscore.dll
MappingFreePropertyBag,ext-ms-win-els-elscore-l1-1-0.dll
MappingFreeServices,elscore.dll
MappingFreeServices,ext-ms-win-els-elscore-l1-1-0.dll
MappingGetServices,elscore.dll
MappingGetServices,ext-ms-win-els-elscore-l1-1-0.dll
MappingRecognizeText,elscore.dll
MappingRecognizeText,ext-ms-win-els-elscore-l1-1-0.dll
MapViewOfFileFromApp,api-ms-win-core-memory-l1-1-1.dll
MapViewOfFileFromApp,api-ms-win-core-memory-l1-1-2.dll
MapViewOfFileFromApp,api-ms-win-core-memory-l1-1-3.dll
MapViewOfFileFromApp,api-ms-win-core-memory-l1-1-4.dll
MapViewOfFileFromApp,api-ms-win-core-memory-l1-1-5.dll
MapViewOfFileFromApp,kernel32.dll
MapVirtualKeyA,ext-ms-win-ntuser-keyboard-l1-3-0.dll
MapVirtualKeyA,user32.dll
MapVirtualKeyExA,user32.dll
MapVirtualKeyExW,ext-ms-win-ntuser-keyboard-l1-1-0.dll
MapVirtualKeyExW,ext-ms-win-ntuser-keyboard-l1-1-1.dll
MapVirtualKeyExW,ext-ms-win-ntuser-keyboard-l1-2-0.dll
MapVirtualKeyExW,ext-ms-win-ntuser-keyboard-l1-3-0.dll
MapVirtualKeyExW,user32.dll
MapVirtualKeyW,ext-ms-win-ntuser-keyboard-l1-1-0.dll
MapVirtualKeyW,ext-ms-win-ntuser-keyboard-l1-1-1.dll
MapVirtualKeyW,ext-ms-win-ntuser-keyboard-l1-2-0.dll
MapVirtualKeyW,ext-ms-win-ntuser-keyboard-l1-3-0.dll
MapVirtualKeyW,user32.dll
mblen,api-ms-win-crt-string-l1-1-0.dll
mbrlen,api-ms-win-crt-string-l1-1-0.dll
mbrtoc16,api-ms-win-crt-convert-l1-1-0.dll
mbrtoc32,api-ms-win-crt-convert-l1-1-0.dll
mbrtowc,api-ms-win-crt-convert-l1-1-0.dll
mbsrtowcs,api-ms-win-crt-convert-l1-1-0.dll
mbsrtowcs_s,api-ms-win-crt-convert-l1-1-0.dll
mbstowcs,api-ms-win-crt-convert-l1-1-0.dll
mbstowcs_s,api-ms-win-crt-convert-l1-1-0.dll
mbtowc,api-ms-win-crt-convert-l1-1-0.dll
memcpy_s,api-ms-win-core-crt-l1-1-0.dll
memcpy_s,api-ms-win-crt-string-l1-1-0.dll
memmove_s,api-ms-win-core-crt-l1-1-0.dll
memmove_s,api-ms-win-crt-string-l1-1-0.dll
memset,api-ms-win-core-crt-l1-1-0.dll
memset,api-ms-win-crt-string-l1-1-0.dll
MetaDataGetDispenser,ext-ms-win-rometadata-dispenser-l1-1-0.dll
MetaDataGetDispenser,rometadata.dll
MFAllocateSerialWorkQueue,mfplat.dll
MFCancelWorkItem,mfplat.dll
MFCopyImage,evr.dll
MFCopyImage,mfplat.dll
MFCreate2DMediaBuffer,mfplat.dll
MFCreateAggregateSource,mf.dll
MFCreateAggregateSource,mfcore.dll
MFCreateAlignedMemoryBuffer,mfplat.dll
MFCreateAsyncResult,mfplat.dll
MFCreateAttributes,mfplat.dll
MFCreateAudioRendererActivate,mfcore.dll
MFCreateCollection,mfplat.dll
MFCreateContentDecryptorContext,mfplat.dll
MFCreateContentProtectionDevice,mfplat.dll
MFCreateDXGIDeviceManager,mfplat.dll
MFCreateDXGISurfaceBuffer,mfplat.dll
MFCreateEventQueue,mfplat.dll
MFCreateMediaBufferFromMediaType,mfplat.dll
MFCreateMediaBufferWrapper,mfplat.dll
MFCreateMediaEvent,mfplat.dll
MFCreateMediaExtensionActivate,mfplat.dll
MFCreateMediaType,mfplat.dll
MFCreateMediaTypeFromProperties,mfplat.dll
MFCreateMemoryBuffer,mfplat.dll
MFCreateMFByteStreamOnStreamEx,mfplat.dll
MFCreatePMPMediaSession,mfcore.dll
MFCreatePresentationClock,mfcore.dll
MFCreatePresentationDescriptor,mfplat.dll
MFCreatePropertiesFromMediaType,mfplat.dll
MFCreateProtectedEnvironmentAccess,mf.dll
MFCreateSample,mfplat.dll
MFCreateSinkWriterFromMediaSink,mfreadwrite.dll
MFCreateSinkWriterFromURL,mfreadwrite.dll
MFCreateSourceReaderFromByteStream,mfreadwrite.dll
MFCreateSourceReaderFromMediaSource,mfreadwrite.dll
MFCreateSourceReaderFromURL,mfreadwrite.dll
MFCreateSourceResolver,mf.dll
MFCreateSourceResolver,mfplat.dll
MFCreateStreamDescriptor,mfplat.dll
MFCreateStreamOnMFByteStreamEx,mfplat.dll
MFCreateSystemTimeSource,mfplat.dll
MFCreateTopology,mfcore.dll
MFCreateTopologyNode,mfcore.dll
MFCreateTrackedSample,mfplat.dll
MFCreateVideoSampleAllocatorEx,mfplat.dll
MFCreateWaveFormatExFromMFMediaType,mfplat.dll
MFDeserializeAttributesFromStream,mfplat.dll
MFGetAttributesAsBlob,mfplat.dll
MFGetAttributesAsBlobSize,mfplat.dll
MFGetLocalId,mf.dll
MFGetService,mf.dll
MFGetService,mfcore.dll
MFGetSystemId,mf.dll
MFGetSystemTime,mfplat.dll
MFInitAttributesFromBlob,mfplat.dll
MFInitMediaTypeFromWaveFormatEx,mfplat.dll
MFInvokeCallback,mfplat.dll
MFIsContentProtectionDeviceSupported,mfplat.dll
MFllMulDiv,mfplat.dll
MFLoadSignedLibrary,mf.dll
MFLockDXGIDeviceManager,mfplat.dll
MFLockPlatform,mfplat.dll
MFLockSharedWorkQueue,mfplat.dll
MFLockWorkQueue,mfplat.dll
MFPutWaitingWorkItem,mfplat.dll
MFPutWorkItem2,mfplat.dll
MFPutWorkItemEx2,mfplat.dll
MFScheduleWorkItemEx,mfplat.dll
MFSerializeAttributesToStream,mfplat.dll
MFShutdown,mfplat.dll
MFStartup,mfplat.dll
MFTEnumEx,mfplat.dll
MFUnlockDXGIDeviceManager,mfplat.dll
MFUnlockPlatform,mfplat.dll
MFUnlockWorkQueue,mfplat.dll
MFUnwrapMediaType,mfplat.dll
MFWrapMediaType,mfplat.dll
MkParseDisplayName,ext-ms-win-com-ole32-l1-1-1.dll
MkParseDisplayName,ext-ms-win-com-ole32-l1-1-2.dll
MkParseDisplayName,ext-ms-win-com-ole32-l1-1-3.dll
MkParseDisplayName,ext-ms-win-com-ole32-l1-1-4.dll
MkParseDisplayName,ext-ms-win-com-ole32-l1-1-5.dll
MkParseDisplayName,ext-ms-win-ole32-ie-ext-l1-1-0.dll
MkParseDisplayName,ole32.dll
modf,api-ms-win-crt-math-l1-1-0.dll
modff,api-ms-win-crt-math-l1-1-0.dll
MonikerCommonPrefixWith,ole32.dll
MonikerRelativePathTo,ext-ms-win-ole32-ie-ext-l1-1-0.dll
MonikerRelativePathTo,ole32.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-0.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-1.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-2.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-3.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-4.dll
MoveFileExA,api-ms-win-core-kernel32-legacy-l1-1-5.dll
MoveFileExA,api-ms-win-downlevel-kernel32-l2-1-0.dll
MoveFileExA,kernel32.dll
MoveFileExW,api-ms-win-core-file-l2-1-0.dll
MoveFileExW,api-ms-win-core-file-l2-1-1.dll
MoveFileExW,api-ms-win-core-file-l2-1-2.dll
MoveFileExW,api-ms-win-downlevel-kernel32-l1-1-0.dll
MoveFileExW,kernel32.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-0.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-1.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-2.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-3.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-4.dll
MulDiv,api-ms-win-core-kernel32-legacy-l1-1-5.dll
MulDiv,api-ms-win-core-largeinteger-l1-1-0.dll
MulDiv,api-ms-win-downlevel-kernel32-l2-1-0.dll
MulDiv,kernel32.dll
MultiByteToWideChar,api-ms-win-core-string-l1-1-0.dll
MultiByteToWideChar,api-ms-win-downlevel-kernel32-l1-1-0.dll
MultiByteToWideChar,kernel32.dll
nan,api-ms-win-crt-math-l1-1-0.dll
nanf,api-ms-win-crt-math-l1-1-0.dll
nanl,api-ms-win-crt-math-l1-1-0.dll
NCryptCreateClaim,ncrypt.dll
NCryptCreatePersistedKey,ncrypt.dll
NCryptDecrypt,ncrypt.dll
NCryptDeleteKey,ncrypt.dll
NCryptDeriveKey,ncrypt.dll
NCryptEncrypt,ncrypt.dll
NCryptEnumAlgorithms,ncrypt.dll
NCryptEnumKeys,ncrypt.dll
NCryptExportKey,ncrypt.dll
NCryptFinalizeKey,ncrypt.dll
NCryptFreeBuffer,ncrypt.dll
NCryptFreeObject,ncrypt.dll
NCryptGetProperty,ncrypt.dll
NCryptImportKey,ncrypt.dll
NCryptIsAlgSupported,ncrypt.dll
NCryptKeyDerivation,ncrypt.dll
NCryptOpenKey,ncrypt.dll
NCryptOpenStorageProvider,ncrypt.dll
NCryptSecretAgreement,ncrypt.dll
NCryptSetProperty,ncrypt.dll
NCryptSignHash,ncrypt.dll
NCryptVerifyClaim,ncrypt.dll
NCryptVerifySignature,ncrypt.dll
Ndr64AsyncClientCall,rpcrt4.dll
Ndr64AsyncServerCall64,rpcrt4.dll
Ndr64AsyncServerCallAll,rpcrt4.dll
NdrAllocate,rpcrt4.dll
NdrAsyncClientCall,rpcrt4.dll
NdrAsyncClientCall2,rpcrt4.dll
NdrAsyncServerCall,rpcrt4.dll
NdrByteCountPointerBufferSize,rpcrt4.dll
NdrByteCountPointerFree,rpcrt4.dll
NdrByteCountPointerMarshall,rpcrt4.dll
NdrByteCountPointerUnmarshall,rpcrt4.dll
NDRCContextBinding,rpcrt4.dll
NDRCContextMarshall,rpcrt4.dll
NDRCContextUnmarshall,rpcrt4.dll
NdrClearOutParameters,rpcrt4.dll
NdrClientCall2,rpcrt4.dll
NdrClientCall3,rpcrt4.dll
NdrClientCall4,rpcrt4.dll
NdrClientContextMarshall,rpcrt4.dll
NdrClientContextUnmarshall,rpcrt4.dll
NdrClientInitialize,rpcrt4.dll
NdrClientInitializeNew,rpcrt4.dll
NdrComplexArrayBufferSize,rpcrt4.dll
NdrComplexArrayFree,rpcrt4.dll
NdrComplexArrayMarshall,rpcrt4.dll
NdrComplexArrayMemorySize,rpcrt4.dll
NdrComplexArrayUnmarshall,rpcrt4.dll
NdrComplexStructBufferSize,rpcrt4.dll
NdrComplexStructFree,rpcrt4.dll
NdrComplexStructMarshall,rpcrt4.dll
NdrComplexStructMemorySize,rpcrt4.dll
NdrComplexStructUnmarshall,rpcrt4.dll
NdrConformantArrayBufferSize,rpcrt4.dll
NdrConformantArrayFree,rpcrt4.dll
NdrConformantArrayMarshall,rpcrt4.dll
NdrConformantArrayMemorySize,rpcrt4.dll
NdrConformantArrayUnmarshall,rpcrt4.dll
NdrConformantStringBufferSize,rpcrt4.dll
NdrConformantStringMarshall,rpcrt4.dll
NdrConformantStringMemorySize,rpcrt4.dll
NdrConformantStringUnmarshall,rpcrt4.dll
NdrConformantStructBufferSize,rpcrt4.dll
NdrConformantStructFree,rpcrt4.dll
NdrConformantStructMarshall,rpcrt4.dll
NdrConformantStructMemorySize,rpcrt4.dll
NdrConformantStructUnmarshall,rpcrt4.dll
NdrConformantVaryingArrayBufferSize,rpcrt4.dll
NdrConformantVaryingArrayFree,rpcrt4.dll
NdrConformantVaryingArrayMarshall,rpcrt4.dll
NdrConformantVaryingArrayMemorySize,rpcrt4.dll
NdrConformantVaryingArrayUnmarshall,rpcrt4.dll
NdrConformantVaryingStructBufferSize,rpcrt4.dll
NdrConformantVaryingStructFree,rpcrt4.dll
NdrConformantVaryingStructMarshall,rpcrt4.dll
NdrConformantVaryingStructMemorySize,rpcrt4.dll
NdrConformantVaryingStructUnmarshall,rpcrt4.dll
NdrContextHandleInitialize,rpcrt4.dll
NdrContextHandleSize,rpcrt4.dll
NdrConvert,rpcrt4.dll
NdrConvert2,rpcrt4.dll
NdrCorrelationFree,rpcrt4.dll
NdrCorrelationInitialize,rpcrt4.dll
NdrCorrelationPass,rpcrt4.dll
NdrCreateServerInterfaceFromStub,rpcrt4.dll
NdrCStdStubBuffer2_Release,rpcrt4.dll
NdrCStdStubBuffer_Release,rpcrt4.dll
NdrDllCanUnloadNow,rpcrt4.dll
NdrDllGetClassObject,rpcrt4.dll
NdrDllRegisterProxy,rpcrt4.dll
NdrDllUnregisterProxy,rpcrt4.dll
NdrEncapsulatedUnionBufferSize,rpcrt4.dll
NdrEncapsulatedUnionFree,rpcrt4.dll
NdrEncapsulatedUnionMarshall,rpcrt4.dll
NdrEncapsulatedUnionMemorySize,rpcrt4.dll
NdrEncapsulatedUnionUnmarshall,rpcrt4.dll
NdrFixedArrayBufferSize,rpcrt4.dll
NdrFixedArrayFree,rpcrt4.dll
NdrFixedArrayMarshall,rpcrt4.dll
NdrFixedArrayMemorySize,rpcrt4.dll
NdrFixedArrayUnmarshall,rpcrt4.dll
NdrFreeBuffer,rpcrt4.dll
NdrFullPointerXlatFree,rpcrt4.dll
NdrFullPointerXlatInit,rpcrt4.dll
NdrGetBuffer,rpcrt4.dll
NdrGetDcomProtocolVersion,rpcrt4.dll
NdrGetUserMarshalInfo,rpcrt4.dll
NdrInterfacePointerBufferSize,rpcrt4.dll
NdrInterfacePointerFree,rpcrt4.dll
NdrInterfacePointerMarshall,rpcrt4.dll
NdrInterfacePointerMemorySize,rpcrt4.dll
NdrInterfacePointerUnmarshall,rpcrt4.dll
NdrMapCommAndFaultStatus,rpcrt4.dll
NdrNonConformantStringBufferSize,rpcrt4.dll
NdrNonConformantStringMarshall,rpcrt4.dll
NdrNonConformantStringMemorySize,rpcrt4.dll
NdrNonConformantStringUnmarshall,rpcrt4.dll
NdrNonEncapsulatedUnionBufferSize,rpcrt4.dll
NdrNonEncapsulatedUnionFree,rpcrt4.dll
NdrNonEncapsulatedUnionMarshall,rpcrt4.dll
NdrNonEncapsulatedUnionMemorySize,rpcrt4.dll
NdrNonEncapsulatedUnionUnmarshall,rpcrt4.dll
NdrNsGetBuffer,rpcrt4.dll
NdrNsSendReceive,rpcrt4.dll
NdrOleAllocate,rpcrt4.dll
NdrOleFree,rpcrt4.dll
NdrPartialIgnoreClientBufferSize,rpcrt4.dll
NdrPartialIgnoreClientMarshall,rpcrt4.dll
NdrPartialIgnoreServerInitialize,rpcrt4.dll
NdrPartialIgnoreServerUnmarshall,rpcrt4.dll
NdrPointerBufferSize,rpcrt4.dll
NdrPointerFree,rpcrt4.dll
NdrPointerMarshall,rpcrt4.dll
NdrPointerMemorySize,rpcrt4.dll
NdrPointerUnmarshall,rpcrt4.dll
NdrProxyErrorHandler,rpcrt4.dll
NdrProxyForwardingFunction10,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction10,ole32.dll
NdrProxyForwardingFunction11,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction11,ole32.dll
NdrProxyForwardingFunction12,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction12,ole32.dll
NdrProxyForwardingFunction13,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction13,ole32.dll
NdrProxyForwardingFunction14,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction14,ole32.dll
NdrProxyForwardingFunction15,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction15,ole32.dll
NdrProxyForwardingFunction16,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction16,ole32.dll
NdrProxyForwardingFunction17,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction17,ole32.dll
NdrProxyForwardingFunction18,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction18,ole32.dll
NdrProxyForwardingFunction19,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction19,ole32.dll
NdrProxyForwardingFunction20,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction20,ole32.dll
NdrProxyForwardingFunction21,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction21,ole32.dll
NdrProxyForwardingFunction22,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction22,ole32.dll
NdrProxyForwardingFunction23,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction23,ole32.dll
NdrProxyForwardingFunction24,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction24,ole32.dll
NdrProxyForwardingFunction25,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction25,ole32.dll
NdrProxyForwardingFunction26,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction26,ole32.dll
NdrProxyForwardingFunction27,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction27,ole32.dll
NdrProxyForwardingFunction28,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction28,ole32.dll
NdrProxyForwardingFunction29,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction29,ole32.dll
NdrProxyForwardingFunction3,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction3,ole32.dll
NdrProxyForwardingFunction30,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction30,ole32.dll
NdrProxyForwardingFunction31,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction31,ole32.dll
NdrProxyForwardingFunction32,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction32,ole32.dll
NdrProxyForwardingFunction4,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction4,ole32.dll
NdrProxyForwardingFunction5,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction5,ole32.dll
NdrProxyForwardingFunction6,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction6,ole32.dll
NdrProxyForwardingFunction7,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction7,ole32.dll
NdrProxyForwardingFunction8,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction8,ole32.dll
NdrProxyForwardingFunction9,api-ms-win-core-com-midlproxystub-l1-1-0.dll
NdrProxyForwardingFunction9,ole32.dll
NdrRangeUnmarshall,rpcrt4.dll
NdrRpcSmClientAllocate,rpcrt4.dll
NdrRpcSmClientFree,rpcrt4.dll
NdrRpcSmSetClientToOsf,rpcrt4.dll
NdrRpcSsDefaultAllocate,rpcrt4.dll
NdrRpcSsDefaultFree,rpcrt4.dll
NdrRpcSsDisableAllocate,rpcrt4.dll
NdrRpcSsEnableAllocate,rpcrt4.dll
NDRSContextMarshall,rpcrt4.dll
NDRSContextMarshall2,rpcrt4.dll
NDRSContextMarshallEx,rpcrt4.dll
NDRSContextUnmarshall,rpcrt4.dll
NDRSContextUnmarshall2,rpcrt4.dll
NDRSContextUnmarshallEx,rpcrt4.dll
NdrSendReceive,rpcrt4.dll
NdrServerCall2,rpcrt4.dll
NdrServerCallAll,rpcrt4.dll
NdrServerCallNdr64,rpcrt4.dll
NdrServerContextMarshall,rpcrt4.dll
NdrServerContextNewMarshall,rpcrt4.dll
NdrServerContextNewUnmarshall,rpcrt4.dll
NdrServerContextUnmarshall,rpcrt4.dll
NdrServerInitialize,rpcrt4.dll
NdrServerInitializeMarshall,rpcrt4.dll
NdrServerInitializeNew,rpcrt4.dll
NdrServerInitializePartial,rpcrt4.dll
NdrServerInitializeUnmarshall,rpcrt4.dll
NdrSimpleStructBufferSize,rpcrt4.dll
NdrSimpleStructFree,rpcrt4.dll
NdrSimpleStructMarshall,rpcrt4.dll
NdrSimpleStructMemorySize,rpcrt4.dll
NdrSimpleStructUnmarshall,rpcrt4.dll
NdrSimpleTypeMarshall,rpcrt4.dll
NdrSimpleTypeUnmarshall,rpcrt4.dll
NdrStubCall2,rpcrt4.dll
NdrStubCall3,rpcrt4.dll
NdrStubForwardingFunction,rpcrt4.dll
NdrUserMarshalBufferSize,rpcrt4.dll
NdrUserMarshalFree,rpcrt4.dll
NdrUserMarshalMarshall,rpcrt4.dll
NdrUserMarshalMemorySize,rpcrt4.dll
NdrUserMarshalSimpleTypeConvert,rpcrt4.dll
NdrUserMarshalUnmarshall,rpcrt4.dll
NdrVaryingArrayBufferSize,rpcrt4.dll
NdrVaryingArrayFree,rpcrt4.dll
NdrVaryingArrayMarshall,rpcrt4.dll
NdrVaryingArrayMemorySize,rpcrt4.dll
NdrVaryingArrayUnmarshall,rpcrt4.dll
NdrXmitOrRepAsBufferSize,rpcrt4.dll
NdrXmitOrRepAsFree,rpcrt4.dll
NdrXmitOrRepAsMarshall,rpcrt4.dll
NdrXmitOrRepAsMemorySize,rpcrt4.dll
NdrXmitOrRepAsUnmarshall,rpcrt4.dll
nearbyint,api-ms-win-crt-math-l1-1-0.dll
nearbyintf,api-ms-win-crt-math-l1-1-0.dll
nearbyintl,api-ms-win-crt-math-l1-1-0.dll
nextafter,api-ms-win-crt-math-l1-1-0.dll
nextafterf,api-ms-win-crt-math-l1-1-0.dll
nextafterl,api-ms-win-crt-math-l1-1-0.dll
nexttoward,api-ms-win-crt-math-l1-1-0.dll
nexttowardf,api-ms-win-crt-math-l1-1-0.dll
nexttowardl,api-ms-win-crt-math-l1-1-0.dll
norm,api-ms-win-crt-math-l1-1-0.dll
NormalizeString,api-ms-win-core-normalization-l1-1-0.dll
NormalizeString,kernel32.dll
NormalizeString,normaliz.dll
normf,api-ms-win-crt-math-l1-1-0.dll
norml,api-ms-win-crt-math-l1-1-0.dll
NotifyStableUnicastIpAddressTable,iphlpapi.dll
NotifyUnicastIpAddressChange,iphlpapi.dll
ntohl,ws2_32.dll
ntohs,ws2_32.dll
nvapi_QueryInterface,nvapi.dll
nvapi_QueryInterface,nvapi64.dll
ObjectStublessClient10,api-ms-win-core-com-midlproxystub-l1-1-0.dll
ObjectStublessClient10,ole32.dll
ObjectStublessClient11,api-ms-win-core-com-midlproxystub-l1-1-0.dll
ObjectStublessClient11,ole32.dll
ObjectStublessClient12,api-ms-win-core-com-midlproxystub-l1-1-0.dll
ObjectStublessClient12,ole32.dll
ObjectStublessClient13,api-ms-win-core-com-midlproxystub-l1-1-0.dll
ObjectStublessClient13,ole32.dll
